country_or_area,year,value,category
Finland,1990,71338.5624,ghgs
France,2014,465369.5273,ghgs
France,2013,492151.894,ghgs
France,2012,493928.8044,ghgs
France,2011,492623.1582,ghgs
France,2010,519972.3331,ghgs
France,2009,511294.6138,ghgs
France,2008,531834.0468,ghgs
France,2007,538725.7882,ghgs
France,2006,547645.1505,ghgs
France,2005,559398.8057,ghgs
France,2004,556057.0067,ghgs
France,2003,558762.9157,ghgs
France,2002,552270.726,ghgs
France,2001,558213.5207,ghgs
France,2000,558215.9727,ghgs
France,1999,562048.359,ghgs
France,1998,575083.6307,ghgs
France,1997,558839.4905,ghgs
France,1996,565422.0126,ghgs
France,1995,550558.0985,ghgs
France,1994,542394.7538,ghgs
France,1993,543333.15,ghgs
France,1992,565981.2929,ghgs
France,1991,577151.6607,ghgs
France,1990,551057.0296,ghgs
Germany,2014,901763.9388,ghgs
Germany,2013,945150.948,ghgs
Germany,2012,926338.3616,ghgs
Germany,2011,921829.7435,ghgs
Germany,2010,941038.6912,ghgs
Germany,2009,906423.0287,ghgs
Germany,2008,973942.1713,ghgs
Germany,2007,971998.3262,ghgs
Germany,2006,999043.9004,ghgs
Germany,2005,991848.6871,ghgs
Germany,2004,1017294.03,ghgs
Germany,2003,1033727.656,ghgs
Germany,2002,1036942.439,ghgs
Germany,2001,1058070.103,ghgs
Germany,2000,1043294.434,ghgs
Germany,1999,1045419.709,ghgs
Germany,1998,1078643.502,ghgs
Germany,1997,1104243.754,ghgs
Germany,1996,1138767.658,ghgs
Germany,1995,1120943.905,ghgs
Germany,1994,1124257.533,ghgs
Germany,1993,1143674.902,ghgs
Germany,1992,1152900.328,ghgs
Germany,1991,1203219.256,ghgs
Germany,1990,1249828.649,ghgs
Greece,2014,101298.1841,ghgs
Greece,2013,104564.0312,ghgs
Greece,2012,112086.4364,ghgs
Greece,2011,115576.7833,ghgs
Greece,2010,118626.5175,ghgs
Greece,2009,124697.1953,ghgs
Greece,2008,131199.9519,ghgs
Greece,2007,134852.8423,ghgs
Greece,2006,132065.2567,ghgs
Greece,2005,135924.2261,ghgs
Greece,2004,132286.0236,ghgs
Greece,2003,131655.1834,ghgs
Greece,2002,128160.9982,ghgs
Greece,2001,128248.6825,ghgs
Greece,2000,127570.605,ghgs
Greece,1999,124462.644,ghgs
Greece,1998,124288.8938,ghgs
Greece,1997,118682.4535,ghgs
Greece,1996,113843.0458,ghgs
Greece,1995,110704.1113,ghgs
Greece,1994,108402.5584,ghgs
Greece,1993,105565.3211,ghgs
Greece,1992,106017.5386,ghgs
Greece,1991,104767.8446,ghgs
Greece,1990,104716.4921,ghgs
Hungary,2014,57225.15528,ghgs
Hungary,2013,57553.8333,ghgs
Hungary,2012,60106.89997,ghgs
Hungary,2011,63808.01416,ghgs
Hungary,2010,65523.68954,ghgs
Hungary,2009,65082.92351,ghgs
Hungary,2008,71340.37003,ghgs
Hungary,2007,73091.61961,ghgs
Hungary,2006,74880.30523,ghgs
Hungary,2005,75933.27704,ghgs
Hungary,2004,76126.46663,ghgs
Hungary,2003,77192.40058,ghgs
Hungary,2002,74153.5782,ghgs
Hungary,2001,75679.34798,ghgs
Hungary,2000,73556.6927,ghgs
Hungary,1999,76610.49574,ghgs
Hungary,1998,76067.05569,ghgs
Hungary,1997,76553.808,ghgs
Hungary,1996,78015.96445,ghgs
Hungary,1995,75705.78021,ghgs
Hungary,1994,77026.11741,ghgs
Hungary,1993,78134.88738,ghgs
Hungary,1992,77312.1716,ghgs
Hungary,1991,87301.068,ghgs
Hungary,1990,94133.97193,ghgs
Iceland,2014,4596.847329,ghgs
Iceland,2013,4534.662835,ghgs
Iceland,2012,4550.40348,ghgs
Iceland,2011,4520.220864,ghgs
Iceland,2010,4730.35143,ghgs
Iceland,2009,4855.772309,ghgs
Iceland,2008,5140.336163,ghgs
Iceland,2007,4714.818309,ghgs
Iceland,2006,4454.034986,ghgs
Iceland,2005,3897.687838,ghgs
Iceland,2004,3940.121416,ghgs
Iceland,2003,3918.592696,ghgs
Iceland,2002,3936.901005,ghgs
Iceland,2001,3911.350243,ghgs
Iceland,2000,3962.772806,ghgs
Iceland,1999,3980.849341,ghgs
Iceland,1998,3754.774365,ghgs
Iceland,1997,3610.857991,ghgs
Iceland,1996,3472.183883,ghgs
Iceland,1995,3389.000968,ghgs
Iceland,1994,3328.37102,ghgs
Iceland,1993,3392.563058,ghgs
Iceland,1992,3341.98724,ghgs
Iceland,1991,3463.43779,ghgs
Iceland,1990,3633.558009,ghgs
Ireland,2014,58253.6714,ghgs
Ireland,2013,58546.72726,ghgs
Ireland,2012,58685.21184,ghgs
Ireland,2011,58194.66762,ghgs
Ireland,2010,62299.01207,ghgs
Ireland,2009,62859.37981,ghgs
Ireland,2008,68451.00173,ghgs
Ireland,2007,69083.1959,ghgs
Ireland,2006,69795.16724,ghgs
Ireland,2005,70396.32614,ghgs
Ireland,2004,68932.67403,ghgs
Ireland,2003,69613.79869,ghgs
Ireland,2002,69371.23382,ghgs
Ireland,2001,71393.91839,ghgs
Ireland,2000,69324.95522,ghgs
Ireland,1999,67141.74692,ghgs
Ireland,1998,66003.24559,ghgs
Ireland,1997,63517.30138,ghgs
Ireland,1996,62002.14788,ghgs
Ireland,1995,59872.74687,ghgs
Ireland,1994,58450.59702,ghgs
Ireland,1993,57164.07577,ghgs
Ireland,1992,56889.41752,ghgs
Ireland,1991,56905.94544,ghgs
Ireland,1990,56168.54793,ghgs
Italy,2014,418587.2149,ghgs
Italy,2013,438887.3696,ghgs
Italy,2012,468717.9158,ghgs
Italy,2011,494789.5846,ghgs
Italy,2010,508424.0983,ghgs
Italy,2009,498894.6551,ghgs
Italy,2008,549452.7291,ghgs
Italy,2007,561137.5861,ghgs
Italy,2006,569054.8046,ghgs
Italy,2005,578904.4403,ghgs
Italy,2004,580725.5802,ghgs
Italy,2003,578126.3683,ghgs
Italy,2002,561887.9524,ghgs
Italy,2001,561600.3276,ghgs
Italy,2000,554479.2897,ghgs
Italy,1999,549495.2305,ghgs
Italy,1998,543800.4302,ghgs
Italy,1997,532739.9304,ghgs
Italy,1996,526825.5357,ghgs
Italy,1995,533449.7686,ghgs
Italy,1994,505566.5387,ghgs
Italy,1993,513611.6183,ghgs
Italy,1992,519982.7784,ghgs
Italy,1991,523489.8088,ghgs
Italy,1990,521920.6005,ghgs
Japan,2014,1363862.305,ghgs
Japan,2013,1407883.226,ghgs
Japan,2012,1390339.973,ghgs
Japan,2011,1354616.007,ghgs
Japan,2010,1304902.642,ghgs
Japan,2009,1251003.584,ghgs
Japan,2008,1327168.529,ghgs
Japan,2007,1412795.074,ghgs
Japan,2006,1377861.939,ghgs
Japan,2005,1397101.819,ghgs
Japan,2004,1389593.188,ghgs
Japan,2003,1392702.146,ghgs
Japan,2002,1390331.141,ghgs
Japan,2001,1358715.508,ghgs
Japan,2000,1386713.844,ghgs
Japan,1999,1367886.089,ghgs
Japan,1998,1345840.238,ghgs
Japan,1997,1389906.994,ghgs
Japan,1996,1393109.438,ghgs
Japan,1995,1379924.544,ghgs
Japan,1994,1358267.678,ghgs
Japan,1993,1285876.655,ghgs
Japan,1992,1294404.603,ghgs
Japan,1991,1280937.699,ghgs
Japan,1990,1270742.948,ghgs
Latvia,2014,11393.29361,ghgs
Latvia,2013,11450.92958,ghgs
Latvia,2012,11526.20942,ghgs
Latvia,2011,11634.56886,ghgs
Latvia,2010,12373.11963,ghgs
Latvia,2009,11233.80717,ghgs
Latvia,2008,11953.98564,ghgs
Latvia,2007,12376.98377,ghgs
Latvia,2006,11911.36596,ghgs
Latvia,2005,11395.92956,ghgs
Latvia,2004,11175.59647,ghgs
Latvia,2003,11185.65752,ghgs
Latvia,2002,11032.00619,ghgs
Latvia,2001,11060.08023,ghgs
Latvia,2000,10460.68478,ghgs
Latvia,1999,11037.63826,ghgs
Latvia,1998,11831.06618,ghgs
Latvia,1997,12343.19098,ghgs
Latvia,1996,12908.46107,ghgs
Latvia,1995,12859.1565,ghgs
Latvia,1994,14279.7116,ghgs
Latvia,1993,16186.03994,ghgs
Latvia,1992,19621.76391,ghgs
Latvia,1991,24414.17172,ghgs
Latvia,1990,26397.40224,ghgs
Lithuania,2014,19777.74981,ghgs
Lithuania,2013,19850.82895,ghgs
Lithuania,2012,21112.67638,ghgs
Lithuania,2011,21254.45751,ghgs
Lithuania,2010,20755.13472,ghgs
Lithuania,2009,19935.91908,ghgs
Lithuania,2008,24394.53067,ghgs
Lithuania,2007,25352.35105,ghgs
Lithuania,2006,23378.44885,ghgs
Lithuania,2005,23036.13829,ghgs
Lithuania,2004,21984.41121,ghgs
Lithuania,2003,21203.01391,ghgs
Lithuania,2002,20985.9501,ghgs
Lithuania,2001,20565.39858,ghgs
Lithuania,2000,19605.28432,ghgs
Lithuania,1999,21233.07318,ghgs
Lithuania,1998,23901.37988,ghgs
Lithuania,1997,22971.10686,ghgs
Lithuania,1996,23468.23761,ghgs
Lithuania,1995,22400.50864,ghgs
Lithuania,1994,23234.57991,ghgs
Lithuania,1993,24548.30438,ghgs
Lithuania,1992,30446.82356,ghgs
Lithuania,1991,50233.77057,ghgs
Lithuania,1990,48190.28202,ghgs
Malta,2014,2982.644788,ghgs
Malta,2013,2953.958319,ghgs
Malta,2012,3324.497016,ghgs
Malta,2011,3211.706092,ghgs
Malta,2010,3098.805706,ghgs
Malta,2009,3073.961516,ghgs
Malta,2008,3182.279598,ghgs
Malta,2007,3176.827924,ghgs
Malta,2006,3090.683169,ghgs
Malta,2005,2999.164427,ghgs
Malta,2004,2845.499612,ghgs
Malta,2003,2893.026281,ghgs
Malta,2002,2687.483142,ghgs
Malta,2001,2769.124795,ghgs
Malta,2000,2625.805769,ghgs
Malta,1999,2610.246912,ghgs
Malta,1998,2524.14375,ghgs
Malta,1997,2530.059167,ghgs
Malta,1996,2518.242095,ghgs
Malta,1995,2500.686001,ghgs
Malta,1994,2483.685646,ghgs
Malta,1993,2422.706804,ghgs
Malta,1992,2333.937881,ghgs
Malta,1991,2189.155934,ghgs
Malta,1990,2000.251782,ghgs
Monaco,2013,91.2561562,ghgs
Monaco,2012,90.74984413,ghgs
Monaco,2011,86.72829626,ghgs
Monaco,2010,90.14610816,ghgs
Monaco,2009,91.17922637,ghgs
Monaco,2008,95.85573407,ghgs
Monaco,2007,97.85505707,ghgs
Monaco,2006,94.27859588,ghgs
Monaco,2005,101.1092927,ghgs
Monaco,2004,102.0427389,ghgs
Monaco,2003,106.1263418,ghgs
Monaco,2002,108.3510727,ghgs
Monaco,2001,107.9724435,ghgs
Monaco,2000,109.6923667,ghgs
Monaco,1999,108.5162332,ghgs
Monaco,1998,106.4856635,ghgs
Monaco,1997,106.7193158,ghgs
Monaco,1996,108.2033603,ghgs
Monaco,1995,103.7660498,ghgs
Monaco,1994,106.0677326,ghgs
Monaco,1993,105.0504029,ghgs
Monaco,1992,105.9352931,ghgs
Monaco,1991,100.3692041,ghgs
Monaco,1990,99.41360592,ghgs
Netherlands,2014,187056.8844,ghgs
Netherlands,2013,195039.4078,ghgs
Netherlands,2012,195295.9439,ghgs
Netherlands,2011,200033.6835,ghgs
Netherlands,2010,213760.3116,ghgs
Netherlands,2009,201898.385,ghgs
Netherlands,2008,207659.6309,ghgs
Netherlands,2007,208328.3523,ghgs
Netherlands,2006,209389.0081,ghgs
Netherlands,2005,214444.8954,ghgs
Netherlands,2004,219308.1098,ghgs
Netherlands,2003,218174.5353,ghgs
Netherlands,2002,218138.8657,ghgs
Netherlands,2001,220117.4177,ghgs
Netherlands,2000,220250.1742,ghgs
Netherlands,1999,222262.4852,ghgs
Netherlands,1998,235646.0306,ghgs
Netherlands,1997,235568.9276,ghgs
Netherlands,1996,243054.3329,ghgs
Netherlands,1995,232179.1853,ghgs
Netherlands,1994,235538.7792,ghgs
Netherlands,1993,231885.9467,ghgs
Netherlands,1992,230665.3638,ghgs
Netherlands,1991,229981.1153,ghgs
Netherlands,1990,222182.4822,ghgs
New Zealand,2014,81104.42908,ghgs
New Zealand,2013,80298.32515,ghgs
New Zealand,2012,80890.36393,ghgs
New Zealand,2011,78941.5209,ghgs
New Zealand,2010,78942.2909,ghgs
New Zealand,2009,78624.70029,ghgs
New Zealand,2008,81020.64615,ghgs
New Zealand,2007,81157.87943,ghgs
New Zealand,2006,83696.74944,ghgs
New Zealand,2005,83666.28793,ghgs
New Zealand,2004,81648.82728,ghgs
New Zealand,2003,82021.58785,ghgs
New Zealand,2002,79616.99811,ghgs
New Zealand,2001,79058.62357,ghgs
New Zealand,2000,76384.68695,ghgs
New Zealand,1999,74264.33607,ghgs
New Zealand,1998,72205.14489,ghgs
New Zealand,1997,74637.98951,ghgs
New Zealand,1996,71834.4612,ghgs
New Zealand,1995,69641.4246,ghgs
New Zealand,1994,68816.58329,ghgs
New Zealand,1993,67631.7325,ghgs
New Zealand,1992,67999.5,ghgs
New Zealand,1991,66822.61772,ghgs
New Zealand,1990,65828.38048,ghgs
Norway,2014,53190.60718,ghgs
Norway,2013,53585.63239,ghgs
Norway,2012,53872.30853,ghgs
Norway,2011,54308.64385,ghgs
Norway,2010,55299.09696,ghgs
Norway,2009,52699.85293,ghgs
Norway,2008,55440.97682,ghgs
Norway,2007,56966.34562,ghgs
Norway,2006,55071.68606,ghgs
Norway,2005,55291.61682,ghgs
Norway,2004,56214.00848,ghgs
Norway,2003,55665.8919,ghgs
Norway,2002,55060.50371,ghgs
Norway,2001,56145.00276,ghgs
Norway,2000,54883.37501,ghgs
Norway,1999,55476.43622,ghgs
Norway,1998,54499.01663,ghgs
Norway,1997,54333.94636,ghgs
Norway,1996,54411.09526,ghgs
Norway,1995,51411.14926,ghgs
Norway,1994,51704.41802,ghgs
Norway,1993,49802.78446,ghgs
Norway,1992,47778.62716,ghgs
Norway,1991,49586.88914,ghgs
Norway,1990,51921.77141,ghgs
Poland,2014,380037.5659,ghgs
Poland,2013,393091.8722,ghgs
Poland,2012,396983.5494,ghgs
Poland,2011,403271.3596,ghgs
Poland,2010,403598.9309,ghgs
Poland,2009,384946.3288,ghgs
Poland,2008,403146.5062,ghgs
Poland,2007,411240.3388,ghgs
Poland,2006,411535.5435,ghgs
Poland,2005,397413.9328,ghgs
Poland,2004,397602.7705,ghgs
Poland,2003,393065.574,ghgs
Poland,2002,379645.9142,ghgs
Poland,2001,389931.344,ghgs
Poland,2000,392275.7574,ghgs
Poland,1999,404031.1899,ghgs
Poland,1998,415621.322,ghgs
Poland,1997,448855.4782,ghgs
Poland,1996,458480.4396,ghgs
Poland,1995,445272.754,ghgs
Poland,1994,443218.5604,ghgs
Poland,1993,448350.9121,ghgs
Poland,1992,447713.504,ghgs
Poland,1991,462432.7877,ghgs
Poland,1990,472995.9739,ghgs
Portugal,2014,65747.82223,ghgs
Portugal,2013,65884.85781,ghgs
Portugal,2012,67681.24881,ghgs
Portugal,2011,69774.22137,ghgs
Portugal,2010,71333.59808,ghgs
Portugal,2009,75935.90201,ghgs
Portugal,2008,78734.11656,ghgs
Portugal,2007,81099.94935,ghgs
Portugal,2006,83555.48588,ghgs
Portugal,2005,88584.42513,ghgs
Portugal,2004,85995.06552,ghgs
Portugal,2003,82929.54399,ghgs
Portugal,2002,88155.88281,ghgs
Portugal,2001,83843.32928,ghgs
Portugal,2000,83930.83956,ghgs
Portugal,1999,85194.99452,ghgs
Portugal,1998,77195.23415,ghgs
Portugal,1997,72195.81821,ghgs
Portugal,1996,68834.18282,ghgs
Portugal,1995,71368.42166,ghgs
Portugal,1994,66935.85978,ghgs
Portugal,1993,65623.2879,ghgs
Portugal,1992,66979.83913,ghgs
Portugal,1991,62349.67837,ghgs
Portugal,1990,60552.01255,ghgs
Romania,2014,111612.8106,ghgs
Romania,2013,111933.8959,ghgs
Romania,2012,122666.9543,ghgs
Romania,2011,124264.6171,ghgs
Romania,2010,119124.9811,ghgs
Romania,2009,125528.0556,ghgs
Romania,2008,143548.869,ghgs
Romania,2007,148708.1805,ghgs
Romania,2006,151431.5553,ghgs
Romania,2005,149329.2279,ghgs
Romania,2004,151877.0249,ghgs
Romania,2003,153271.3965,ghgs
Romania,2002,148022.8892,ghgs
Romania,2001,149257.9291,ghgs
Romania,2000,142404.6674,ghgs
Romania,1999,136767.7279,ghgs
Romania,1998,155283.1258,ghgs
Romania,1997,175492.3268,ghgs
Romania,1996,187475.7192,ghgs
Romania,1995,185010.511,ghgs
Romania,1994,178107.9045,ghgs
Romania,1993,182011.0736,ghgs
Romania,1992,190934.8219,ghgs
Romania,1991,208477.4154,ghgs
Romania,1990,254999.1229,ghgs
Russia,2014,2648873.347,ghgs
Russia,2013,2643064.6,ghgs
Russia,2012,2700925.24,ghgs
Russia,2011,2665179.258,ghgs
Russia,2010,2602483.428,ghgs
Russia,2009,2481987.792,ghgs
Russia,2008,2616463.554,ghgs
Russia,2007,2584309.06,ghgs
Russia,2006,2574412.01,ghgs
Russia,2005,2501637.91,ghgs
Russia,2004,2471236.405,ghgs
Russia,2003,2422097.787,ghgs
Russia,2002,2342532.909,ghgs
Russia,2001,2334066.89,ghgs
Russia,2000,2274497.944,ghgs
Russia,1999,2261391.54,ghgs
Russia,1998,2229674.666,ghgs
Russia,1997,2261183.466,ghgs
Russia,1996,2354767.262,ghgs
Russia,1995,2429432.444,ghgs
Russia,1994,2511690.618,ghgs
Russia,1993,2809294.525,ghgs
Russia,1992,3002768.8,ghgs
Russia,1991,3535600.025,ghgs
Russia,1990,3767555.044,ghgs
Slovakia,2014,40657.6017,ghgs
Slovakia,2013,42792.4789,ghgs
Slovakia,2012,43175.58847,ghgs
Slovakia,2011,45604.01843,ghgs
Slovakia,2010,46482.87376,ghgs
Slovakia,2009,45557.62902,ghgs
Slovakia,2008,50088.73652,ghgs
Slovakia,2007,49405.07308,ghgs
Slovakia,2006,51206.91499,ghgs
Slovakia,2005,51287.37498,ghgs
Slovakia,2004,51315.16253,ghgs
Slovakia,2003,50586.57602,ghgs
Slovakia,2002,50144.75869,ghgs
Slovakia,2001,52127.6656,ghgs
Slovakia,2000,49712.47766,ghgs
Slovakia,1999,51700.42559,ghgs
Slovakia,1998,52993.84302,ghgs
Slovakia,1997,54396.93803,ghgs
Slovakia,1996,54706.06585,ghgs
Slovakia,1995,54405.57713,ghgs
Slovakia,1994,53053.29904,ghgs
Slovakia,1993,55689.28291,ghgs
Slovakia,1992,59204.27982,ghgs
Slovakia,1991,64644.53324,ghgs
Slovakia,1990,74271.51068,ghgs
Slovenia,2014,16582.3119,ghgs
Slovenia,2013,18313.78153,ghgs
Slovenia,2012,19035.42088,ghgs
Slovenia,2011,19626.46399,ghgs
Slovenia,2010,19618.76493,ghgs
Slovenia,2009,19595.36725,ghgs
Slovenia,2008,21523.54842,ghgs
Slovenia,2007,20831.83655,ghgs
Slovenia,2006,20694.97247,ghgs
Slovenia,2005,20522.7384,ghgs
Slovenia,2004,20198.44567,ghgs
Slovenia,2003,19878.24716,ghgs
Slovenia,2002,20159.89575,ghgs
Slovenia,2001,20010.71978,ghgs
Slovenia,2000,19126.22917,ghgs
Slovenia,1999,18892.79897,ghgs
Slovenia,1998,19520.38659,ghgs
Slovenia,1997,19794.46674,ghgs
Slovenia,1996,19440.24447,ghgs
Slovenia,1995,18761.01804,ghgs
Slovenia,1994,18004.44539,ghgs
Slovenia,1993,17605.53821,ghgs
Slovenia,1992,17410.06813,ghgs
Slovenia,1991,17311.52913,ghgs
Slovenia,1990,18616.4491,ghgs
Sweden,2014,54382.73729,ghgs
Sweden,2013,55939.52329,ghgs
Sweden,2012,57578.35909,ghgs
Sweden,2011,60987.14771,ghgs
Sweden,2010,64997.08737,ghgs
Sweden,2009,59052.76381,ghgs
Sweden,2008,63121.12249,ghgs
Sweden,2007,65372.65357,ghgs
Sweden,2006,66923.42453,ghgs
Sweden,2005,66968.30271,ghgs
Sweden,2004,69582.4418,ghgs
Sweden,2003,70601.36043,ghgs
Sweden,2002,70160.7817,ghgs
Sweden,2001,69192.11581,ghgs
Sweden,2000,68868.76885,ghgs
Sweden,1999,70181.70306,ghgs
Sweden,1998,73085.86419,ghgs
Sweden,1997,72772.29872,ghgs
Sweden,1996,77574.1002,ghgs
Sweden,1995,74029.36032,ghgs
Sweden,1994,74231.48891,ghgs
Sweden,1993,71807.19073,ghgs
Sweden,1992,71527.05036,ghgs
Sweden,1991,72041.25485,ghgs
Sweden,1990,71917.25959,ghgs
Switzerland,2014,48737.86666,ghgs
Switzerland,2013,52641.21781,ghgs
Switzerland,2012,51759.67214,ghgs
Switzerland,2011,50420.47437,ghgs
Switzerland,2010,54498.08634,ghgs
Switzerland,2009,52900.81783,ghgs
Switzerland,2008,54210.033,ghgs
Switzerland,2007,52679.96434,ghgs
Switzerland,2006,54609.75576,ghgs
Switzerland,2005,54987.57091,ghgs
Switzerland,2004,54308.74162,ghgs
Switzerland,2003,53687.27372,ghgs
Switzerland,2002,52481.1427,ghgs
Switzerland,2001,54082.86628,ghgs
Switzerland,2000,52503.40619,ghgs
Switzerland,1999,53236.27134,ghgs
Switzerland,1998,53492.75385,ghgs
Switzerland,1997,51912.00545,ghgs
Switzerland,1996,53186.28555,ghgs
Switzerland,1995,52478.75563,ghgs
Switzerland,1994,51621.02353,ghgs
Switzerland,1993,52653.14353,ghgs
Switzerland,1992,55328.4188,ghgs
Switzerland,1991,55639.7238,ghgs
Switzerland,1990,53719.9849,ghgs
Turkey,2014,467550.3769,ghgs
Turkey,2013,438819.584,ghgs
Turkey,2012,447452.3313,ghgs
Turkey,2011,415868.8142,ghgs
Turkey,2010,395282.5102,ghgs
Turkey,2009,382513.4189,ghgs
Turkey,2008,393100.9077,ghgs
Turkey,2007,403392.486,ghgs
Turkey,2006,371320.5532,ghgs
Turkey,2005,345231.7949,ghgs
Turkey,2004,316893.7052,ghgs
Turkey,2003,303694.4249,ghgs
Turkey,2002,287094.5679,ghgs
Turkey,2001,278784.9456,ghgs
Turkey,2000,296810.835,ghgs
Turkey,1999,271357.9551,ghgs
Turkey,1998,271755.9325,ghgs
Turkey,1997,269942.503,ghgs
Turkey,1996,256657.0804,ghgs
Turkey,1995,239039.7918,ghgs
Turkey,1994,224719.2352,ghgs
Turkey,1993,230628.9992,ghgs
Turkey,1992,220797.1443,ghgs
Turkey,1991,214128.3222,ghgs
Turkey,1990,207773.3211,ghgs
Ukraine,2014,354347.5367,ghgs
Ukraine,2013,401066.9655,ghgs
Ukraine,2012,409531.3527,ghgs
Ukraine,2011,421635.9929,ghgs
Ukraine,2010,401929.0933,ghgs
Ukraine,2009,384651.7878,ghgs
Ukraine,2008,442172.3752,ghgs
Ukraine,2007,455267.4446,ghgs
Ukraine,2006,452089.7628,ghgs
Ukraine,2005,435660.6617,ghgs
Ukraine,2004,427912.4236,ghgs
Ukraine,2003,417556.1085,ghgs
Ukraine,2002,417502.6865,ghgs
Ukraine,2001,433832.546,ghgs
Ukraine,2000,413923.4422,ghgs
Ukraine,1999,437037.5539,ghgs
Ukraine,1998,464400.0308,ghgs
Ukraine,1997,496219.9784,ghgs
Ukraine,1996,511686.6293,ghgs
Ukraine,1995,557047.9363,ghgs
Ukraine,1994,600339.9772,ghgs
Ukraine,1993,705376.576,ghgs
Ukraine,1992,795446.9606,ghgs
Ukraine,1991,853207.7523,ghgs
Ukraine,1990,937954.2038,ghgs
United States of America,2014,6870446.092,ghgs
United States of America,2013,6799979.303,ghgs
United States of America,2012,6643010.578,ghgs
United States of America,2011,6865397.903,ghgs
United States of America,2010,6985457.053,ghgs
United States of America,2009,6776229.774,ghgs
United States of America,2008,7216415.071,ghgs
United States of America,2007,7422207.963,ghgs
United States of America,2006,7316144.456,ghgs
United States of America,2005,7378775.498,ghgs
United States of America,2004,7369970.035,ghgs
United States of America,2003,7224974.033,ghgs
United States of America,2002,7185328.138,ghgs
United States of America,2001,7140899.141,ghgs
United States of America,2000,7258973.117,ghgs
United States of America,1999,7090442.611,ghgs
United States of America,1998,7066788.163,ghgs
United States of America,1997,6999999.1,ghgs
United States of America,1996,6949838.004,ghgs
United States of America,1995,6748528.926,ghgs
United States of America,1994,6650296.595,ghgs
United States of America,1993,6566415.856,ghgs
United States of America,1992,6448677.154,ghgs
United States of America,1991,6330937.886,ghgs
United States of America,1990,6397144.49,ghgs
Australia,2014,522397.0907,ghgs_without_land
Australia,2013,526882.6673,ghgs_without_land
Australia,2012,537377.5715,ghgs_without_land
Australia,2011,534089.7987,ghgs_without_land
Australia,2010,533917.4363,ghgs_without_land
Australia,2009,537889.8926,ghgs_without_land
Australia,2008,533693.5082,ghgs_without_land
Australia,2007,529842.8703,ghgs_without_land
Australia,2006,522517.1917,ghgs_without_land
Australia,2005,518850.7595,ghgs_without_land
Australia,2004,511710.242,ghgs_without_land
Australia,2003,495154.086,ghgs_without_land
Australia,2002,494740.1008,ghgs_without_land
Australia,2001,491441.6959,ghgs_without_land
Australia,2000,483445.8267,ghgs_without_land
Australia,1999,472245.9908,ghgs_without_land
Australia,1998,466382.1125,ghgs_without_land
Australia,1997,451721.7178,ghgs_without_land
Australia,1996,439803.9622,ghgs_without_land
Australia,1995,433478.6508,ghgs_without_land
Australia,1994,424092.9594,ghgs_without_land
Australia,1993,423764.9326,ghgs_without_land
Australia,1992,423080.1082,ghgs_without_land
Australia,1991,418674.0575,ghgs_without_land
Australia,1990,418623.0496,ghgs_without_land
Austria,2014,76332.61859,ghgs_without_land
Austria,2013,80042.54184,ghgs_without_land
Austria,2012,79897.1151,ghgs_without_land
Austria,2011,82626.63802,ghgs_without_land
Austria,2010,84946.01971,ghgs_without_land
Austria,2009,80190.65144,ghgs_without_land
Austria,2008,87101.13468,ghgs_without_land
Austria,2007,87241.15453,ghgs_without_land
Austria,2006,89981.02128,ghgs_without_land
Austria,2005,92810.4872,ghgs_without_land
Austria,2004,91835.89424,ghgs_without_land
Austria,2003,92018.48114,ghgs_without_land
Austria,2002,86129.54644,ghgs_without_land
Austria,2001,84380.80689,ghgs_without_land
Austria,2000,80429.34339,ghgs_without_land
Austria,1999,80106.71718,ghgs_without_land
Austria,1998,81770.83956,ghgs_without_land
Austria,1997,82474.39203,ghgs_without_land
Austria,1996,83008.8063,ghgs_without_land
Austria,1995,79813.03454,ghgs_without_land
Austria,1994,76503.48529,ghgs_without_land
Austria,1993,75988.22704,ghgs_without_land
Austria,1992,75930.99577,ghgs_without_land
Austria,1991,82636.90347,ghgs_without_land
Austria,1990,78844.62726,ghgs_without_land
Belarus,2014,91895.64656,ghgs_without_land
Belarus,2013,93037.24545,ghgs_without_land
Belarus,2012,90925.11458,ghgs_without_land
Belarus,2011,91671.72701,ghgs_without_land
Belarus,2010,91183.54936,ghgs_without_land
Belarus,2009,89223.65626,ghgs_without_land
Belarus,2008,92364.34897,ghgs_without_land
Belarus,2007,88920.64195,ghgs_without_land
Belarus,2006,89449.65545,ghgs_without_land
Belarus,2005,85596.0987,ghgs_without_land
Belarus,2004,83688.29957,ghgs_without_land
Belarus,2003,79158.71882,ghgs_without_land
Belarus,2002,76683.86789,ghgs_without_land
Belarus,2001,77921.82759,ghgs_without_land
Belarus,2000,77959.72496,ghgs_without_land
Belarus,1999,79497.84206,ghgs_without_land
Belarus,1998,82668.83156,ghgs_without_land
Belarus,1997,86282.50594,ghgs_without_land
Belarus,1996,82375.19422,ghgs_without_land
Belarus,1995,80369.78235,ghgs_without_land
Belarus,1994,88206.35674,ghgs_without_land
Belarus,1993,103951.5253,ghgs_without_land
Belarus,1992,116588.6865,ghgs_without_land
Belarus,1991,125601.0529,ghgs_without_land
Belarus,1990,133457.162,ghgs_without_land
Belgium,2014,113866.619,ghgs_without_land
Belgium,2013,119375.3015,ghgs_without_land
Belgium,2012,118761.3382,ghgs_without_land
Belgium,2011,122833.3955,ghgs_without_land
Belgium,2010,133258.4057,ghgs_without_land
