country_or_area,year,value,category
Australia,2014,393126.947,co2_without_land
Australia,2013,396913.9365,co2_without_land
Australia,2012,406462.8477,co2_without_land
Australia,2011,403705.5283,co2_without_land
Australia,2010,406200.9932,co2_without_land
Australia,2009,408448.479,co2_without_land
Australia,2008,404237.8282,co2_without_land
Australia,2007,398816.4535,co2_without_land
Australia,2006,391134.1009,co2_without_land
Australia,2005,385581.1328,co2_without_land
Australia,2004,381519.2616,co2_without_land
Australia,2003,368345.9774,co2_without_land
Australia,2002,361861.3879,co2_without_land
Australia,2001,357653.3299,co2_without_land
Australia,2000,349885.4331,co2_without_land
Australia,1999,343713.9069,co2_without_land
Australia,1998,334328.1426,co2_without_land
Australia,1997,320439.1168,co2_without_land
Australia,1996,311914.8198,co2_without_land
Australia,1995,305162.5435,co2_without_land
Australia,1994,293830.7091,co2_without_land
Australia,1993,289142.2677,co2_without_land
Australia,1992,284766.0927,co2_without_land
Australia,1991,279741.639,co2_without_land
Australia,1990,278265.8989,co2_without_land
Austria,2014,64262.56399,co2_without_land
Austria,2013,67957.12111,co2_without_land
Austria,2012,67698.65863,co2_without_land
Austria,2011,70327.16704,co2_without_land
Austria,2010,72531.82613,co2_without_land
Austria,2009,67682.72515,co2_without_land
Austria,2008,74066.25579,co2_without_land
Austria,2007,74268.11072,co2_without_land
Austria,2006,76934.95153,co2_without_land
Austria,2005,79588.50188,co2_without_land
Austria,2004,78388.99743,co2_without_land
Austria,2003,78023.9539,co2_without_land
Austria,2002,72126.59144,co2_without_land
Austria,2001,70299.47115,co2_without_land
Austria,2000,66274.74325,co2_without_land
Austria,1999,65660.13364,co2_without_land
Austria,1998,67047.25067,co2_without_land
Austria,1997,67455.89273,co2_without_land
Austria,1996,67667.2627,co2_without_land
Austria,1995,64202.15922,co2_without_land
Austria,1994,61189.1025,co2_without_land
Austria,1993,60790.75772,co2_without_land
Austria,1992,60432.24934,co2_without_land
Austria,1991,65903.51331,co2_without_land
Austria,1990,62297.16557,co2_without_land
Belarus,2014,60615.64573,co2_without_land
Belarus,2013,61510.98715,co2_without_land
Belarus,2012,60636.85139,co2_without_land
Belarus,2011,61128.40059,co2_without_land
Belarus,2010,61632.4927,co2_without_land
Belarus,2009,59596.20538,co2_without_land
Belarus,2008,63846.10379,co2_without_land
Belarus,2007,61563.88173,co2_without_land
Belarus,2006,62229.39888,co2_without_land
Belarus,2005,59664.73908,co2_without_land
Belarus,2004,58457.64762,co2_without_land
Belarus,2003,54845.14584,co2_without_land
Belarus,2002,53843.70442,co2_without_land
Belarus,2001,53783.84767,co2_without_land
Belarus,2000,53686.85749,co2_without_land
Belarus,1999,55033.95212,co2_without_land
Belarus,1998,57426.32958,co2_without_land
Belarus,1997,60971.81631,co2_without_land
Belarus,1996,57251.3557,co2_without_land
Belarus,1995,56005.93938,co2_without_land
Belarus,1994,62402.27908,co2_without_land
Belarus,1993,75551.75529,co2_without_land
Belarus,1992,87060.81029,co2_without_land
Belarus,1991,93649.16614,co2_without_land
Belarus,1990,100438.0951,co2_without_land
Belgium,2014,96325.41318,co2_without_land
Belgium,2013,101744.7367,co2_without_land
Belgium,2012,100931.5956,co2_without_land
Belgium,2011,104945.7138,co2_without_land
Belgium,2010,114155.3867,co2_without_land
Belgium,2009,107282.5435,co2_without_land
Belgium,2008,120362.6098,co2_without_land
Belgium,2007,118027.4086,co2_without_land
Belgium,2006,122319.5938,co2_without_land
Belgium,2005,125118.0165,co2_without_land
Belgium,2004,128640.4835,co2_without_land
Belgium,2003,127523.9897,co2_without_land
Belgium,2002,126015.1947,co2_without_land
Belgium,2001,125649.3705,co2_without_land
Belgium,2000,126315.2099,co2_without_land
Belgium,1999,124208.0718,co2_without_land
Belgium,1998,129737.09,co2_without_land
Belgium,1997,123495.7428,co2_without_land
Belgium,1996,129010.4717,co2_without_land
Belgium,1995,125519.442,co2_without_land
Belgium,1994,124426.8857,co2_without_land
Belgium,1993,121156.965,co2_without_land
Belgium,1992,122217.9195,co2_without_land
Belgium,1991,123130.6529,co2_without_land
Belgium,1990,119982.5034,co2_without_land
Bulgaria,2014,45139.95529,co2_without_land
Bulgaria,2013,42534.9272,co2_without_land
Bulgaria,2012,48117.55608,co2_without_land
Bulgaria,2011,53020.98112,co2_without_land
Bulgaria,2010,47678.64896,co2_without_land
Bulgaria,2009,45487.87355,co2_without_land
Bulgaria,2008,53655.14017,co2_without_land
Bulgaria,2007,55184.4241,co2_without_land
Bulgaria,2006,51446.28294,co2_without_land
Bulgaria,2005,50191.11606,co2_without_land
Bulgaria,2004,49170.33769,co2_without_land
Bulgaria,2003,49971.15158,co2_without_land
Bulgaria,2002,45786.29472,co2_without_land
Bulgaria,2001,48568.91783,co2_without_land
Bulgaria,2000,44896.67055,co2_without_land
Bulgaria,1999,45751.7891,co2_without_land
Bulgaria,1998,52143.35677,co2_without_land
Bulgaria,1997,54790.13416,co2_without_land
Bulgaria,1996,57581.19476,co2_without_land
Bulgaria,1995,57221.60629,co2_without_land
Bulgaria,1994,55649.08132,co2_without_land
Bulgaria,1993,57203.93552,co2_without_land
Bulgaria,1992,56551.59357,co2_without_land
Bulgaria,1991,59769.3415,co2_without_land
Bulgaria,1990,78197.88126,co2_without_land
Canada,2014,574099.7755,co2_without_land
Canada,2013,573094.0388,co2_without_land
Canada,2012,563423.6132,co2_without_land
Canada,2011,558152.7229,co2_without_land
Canada,2010,555003.7603,co2_without_land
Canada,2009,542829.4589,co2_without_land
Canada,2008,577444.9302,co2_without_land
Canada,2007,596041.322,co2_without_land
Canada,2006,573479.2697,co2_without_land
Canada,2005,579225.3357,co2_without_land
Canada,2004,585414.8606,co2_without_land
Canada,2003,587306.6785,co2_without_land
Canada,2002,569862.1456,co2_without_land
Canada,2001,564617.0203,co2_without_land
Canada,2000,572290.3855,co2_without_land
Canada,1999,550183.0634,co2_without_land
Canada,1998,533794.4536,co2_without_land
Canada,1997,525120.0112,co2_without_land
Canada,1996,510619.6822,co2_without_land
Canada,1995,497224.8369,co2_without_land
Canada,1994,482691.6713,co2_without_land
Canada,1993,467607.2372,co2_without_land
Canada,1992,468546.4589,co2_without_land
Canada,1991,454246.1379,co2_without_land
Canada,1990,463493.3324,co2_without_land
Croatia,2014,17607.32241,co2_without_land
Croatia,2013,18359.49984,co2_without_land
Croatia,2012,18776.38135,co2_without_land
Croatia,2011,20614.44047,co2_without_land
Croatia,2010,21183.70931,co2_without_land
Croatia,2009,21965.63527,co2_without_land
Croatia,2008,23715.38432,co2_without_land
Croatia,2007,24955.37593,co2_without_land
Croatia,2006,23684.93503,co2_without_land
Croatia,2005,23451.84585,co2_without_land
Croatia,2004,23005.23485,co2_without_land
Croatia,2003,23355.2211,co2_without_land
Croatia,2002,22031.12667,co2_without_land
Croatia,2001,20943.10996,co2_without_land
Croatia,2000,19789.12175,co2_without_land
Croatia,1999,20215.65323,co2_without_land
Croatia,1998,19372.3876,co2_without_land
Croatia,1997,18666.46698,co2_without_land
Croatia,1996,17587.89846,co2_without_land
Croatia,1995,16992.80042,co2_without_land
Croatia,1994,16342.18188,co2_without_land
Croatia,1993,17081.22802,co2_without_land
Croatia,1992,16607.13448,co2_without_land
Croatia,1991,17268.91035,co2_without_land
Croatia,1990,23390.07521,co2_without_land
Cyprus,2014,6878.555309,co2_without_land
Cyprus,2013,6449.610812,co2_without_land
Cyprus,2012,7160.971876,co2_without_land
Cyprus,2011,7696.667805,co2_without_land
Cyprus,2010,8004.912021,co2_without_land
Cyprus,2009,8372.396592,co2_without_land
Cyprus,2008,8620.395582,co2_without_land
Cyprus,2007,8458.664261,co2_without_land
Cyprus,2006,8152.492308,co2_without_land
Cyprus,2005,7961.983989,co2_without_land
Cyprus,2004,7776.909405,co2_without_land
Cyprus,2003,7550.081928,co2_without_land
Cyprus,2002,7160.388458,co2_without_land
Cyprus,2001,6969.466176,co2_without_land
Cyprus,2000,7095.964385,co2_without_land
Cyprus,1999,6847.659116,co2_without_land
Cyprus,1998,6580.29615,co2_without_land
Cyprus,1997,6287.031657,co2_without_land
Cyprus,1996,6156.132134,co2_without_land
Cyprus,1995,5848.043785,co2_without_land
Cyprus,1994,5977.257105,co2_without_land
Cyprus,1993,5733.674102,co2_without_land
Cyprus,1992,5482.97487,co2_without_land
Cyprus,1991,5107.082887,co2_without_land
Cyprus,1990,4621.007177,co2_without_land
Czech Republic,2014,101159.1222,co2_without_land
Czech Republic,2013,106477.0887,co2_without_land
Czech Republic,2012,109841.3289,co2_without_land
Czech Republic,2011,114113.1467,co2_without_land
Czech Republic,2010,115757.3686,co2_without_land
Czech Republic,2009,113970.0292,co2_without_land
Czech Republic,2008,121780.7163,co2_without_land
Czech Republic,2007,126933.163,co2_without_land
Czech Republic,2006,125923.4024,co2_without_land
Czech Republic,2005,124590.1379,co2_without_land
Czech Republic,2004,126876.9162,co2_without_land
Czech Republic,2003,126151.6488,co2_without_land
Czech Republic,2002,122593.4001,co2_without_land
Czech Republic,2001,125541.5365,co2_without_land
Czech Republic,2000,125841.9693,co2_without_land
Czech Republic,1999,115475.26,co2_without_land
Czech Republic,1998,123696.5173,co2_without_land
Czech Republic,1997,128732.6387,co2_without_land
Czech Republic,1996,132234.0718,co2_without_land
Czech Republic,1995,129767.1664,co2_without_land
Czech Republic,1994,129188.7341,co2_without_land
Czech Republic,1993,135588.5656,co2_without_land
Czech Republic,1992,141565.7197,co2_without_land
Czech Republic,1991,146047.3396,co2_without_land
Czech Republic,1990,161662.0189,co2_without_land
Denmark,2014,37460.65646,co2_without_land
Denmark,2013,41537.03581,co2_without_land
Denmark,2012,39524.40203,co2_without_land
Denmark,2011,43970.78926,co2_without_land
Denmark,2010,48993.41738,co2_without_land
Denmark,2009,48592.21139,co2_without_land
Denmark,2008,50935.67153,co2_without_land
Denmark,2007,54429.08517,co2_without_land
Denmark,2006,59162.49963,co2_without_land
Denmark,2005,51307.24452,co2_without_land
Denmark,2004,54916.91056,co2_without_land
Denmark,2003,60493.96172,co2_without_land
Denmark,2002,55339.6717,co2_without_land
Denmark,2001,55845.14718,co2_without_land
Denmark,2000,54148.90497,co2_without_land
Denmark,1999,58456.41582,co2_without_land
Denmark,1998,61117.34163,co2_without_land
Denmark,1997,65457.83484,co2_without_land
Denmark,1996,75110.84099,co2_without_land
Denmark,1995,61914.16101,co2_without_land
Denmark,1994,64988.7809,co2_without_land
Denmark,1993,61038.67124,co2_without_land
Denmark,1992,58960.31152,co2_without_land
Denmark,1991,64874.81386,co2_without_land
Denmark,1990,54306.43334,co2_without_land
Estonia,2014,18918.71534,co2_without_land
Estonia,2013,19566.36837,co2_without_land
Estonia,2012,17304.63723,co2_without_land
Estonia,2011,18449.93086,co2_without_land
Estonia,2010,17833.77961,co2_without_land
Estonia,2009,14153.00516,co2_without_land
Estonia,2008,17264.52003,co2_without_land
Estonia,2007,18755.64793,co2_without_land
Estonia,2006,15719.52893,co2_without_land
Estonia,2005,16330.73383,co2_without_land
Estonia,2004,17055.07425,co2_without_land
Estonia,2003,16833.21429,co2_without_land
Estonia,2002,15020.28415,co2_without_land
Estonia,2001,15493.86099,co2_without_land
Estonia,2000,15141.38772,co2_without_land
Estonia,1999,15518.49062,co2_without_land
Estonia,1998,16684.30315,co2_without_land
Estonia,1997,18223.60427,co2_without_land
Estonia,1996,18666.13597,co2_without_land
Estonia,1995,17953.73597,co2_without_land
Estonia,1994,19626.44594,co2_without_land
Estonia,1993,18810.96392,co2_without_land
Estonia,1992,24187.82758,co2_without_land
Estonia,1991,33662.37251,co2_without_land
Estonia,1990,36666.0273,co2_without_land
European Union,2014,3463397.564,co2_without_land
European Union,2013,3646389.525,co2_without_land
European Union,2012,3728965.031,co2_without_land
European Union,2011,3789763.641,co2_without_land
European Union,2010,3933290.522,co2_without_land
European Union,2009,3814305.258,co2_without_land
European Union,2008,4149624.296,co2_without_land
European Union,2007,4244213.129,co2_without_land
European Union,2006,4297988.162,co2_without_land
European Union,2005,4290586.668,co2_without_land
European Union,2004,4314560.871,co2_without_land
European Union,2003,4306103.945,co2_without_land
European Union,2002,4208860.123,co2_without_land
European Union,2001,4232036.863,co2_without_land
European Union,2000,4165145.441,co2_without_land
European Union,1999,4139002.995,co2_without_land
European Union,1998,4207666.032,co2_without_land
European Union,1997,4216524.733,co2_without_land
European Union,1996,4304793.283,co2_without_land
European Union,1995,4204480.856,co2_without_land
European Union,1994,4161321.317,co2_without_land
European Union,1993,4177106.509,co2_without_land
European Union,1992,4259922.812,co2_without_land
European Union,1991,4403723.161,co2_without_land
European Union,1990,4462205.145,co2_without_land
Finland,2014,47597.73353,co2_without_land
Finland,2013,51834.69674,co2_without_land
Finland,2012,50983.27288,co2_without_land
Finland,2011,56478.74559,co2_without_land
Finland,2010,63828.01823,co2_without_land
Finland,2009,55635.58277,co2_without_land
Finland,2008,58461.63302,co2_without_land
Finland,2007,66531.72081,co2_without_land
Finland,2006,68201.906,co2_without_land
Finland,2005,56912.31489,co2_without_land
Finland,2004,68821.81289,co2_without_land
Finland,2003,72522.59019,co2_without_land
Finland,2002,64946.46821,co2_without_land
Finland,2001,62442.64007,co2_without_land
Finland,2000,56973.35053,co2_without_land
Finland,1999,58872.9308,co2_without_land
Finland,1998,59351.49815,co2_without_land
Finland,1997,62698.08679,co2_without_land
Finland,1996,64038.9222,co2_without_land
Finland,1995,58126.24754,co2_without_land
Finland,1994,61696.38533,co2_without_land
Finland,1993,56333.26799,co2_without_land
Finland,1992,54264.37931,co2_without_land
Finland,1991,55187.17945,co2_without_land
Finland,1990,56950.84818,co2_without_land
France,2014,341152.5315,co2_without_land
France,2013,369985.5945,co2_without_land
France,2012,370491.1537,co2_without_land
France,2011,368183.4384,co2_without_land
France,2010,394235.6741,co2_without_land
France,2009,383957.6243,co2_without_land
France,2008,401878.8647,co2_without_land
France,2007,408508.5899,co2_without_land
France,2006,417662.6789,co2_without_land
France,2005,428557.6102,co2_without_land
France,2004,423168.6361,co2_without_land
France,2003,422312.8845,co2_without_land
France,2002,413569.2479,co2_without_land
France,2001,417864.7056,co2_without_land
France,2000,417116.5447,co2_without_land
France,1999,420506.322,co2_without_land
France,1998,429051.4999,co2_without_land
France,1997,407475.1118,co2_without_land
France,1996,414013.0701,co2_without_land
France,1995,401571.2255,co2_without_land
France,1994,394536.9624,co2_without_land
France,1993,394334.8338,co2_without_land
France,1992,414955.0768,co2_without_land
France,1991,425042.9207,co2_without_land
France,1990,400652.624,co2_without_land
Germany,2014,792902.788,co2_without_land
Germany,2013,835792.6323,co2_without_land
Germany,2012,817031.4402,co2_without_land
Germany,2011,812483.2196,co2_without_land
Germany,2010,832259.2033,co2_without_land
Germany,2009,788422.4379,co2_without_land
Germany,2008,853229.9408,co2_without_land
Germany,2007,850795.7208,co2_without_land
Germany,2006,877422.4569,co2_without_land
Germany,2005,865958.5134,co2_without_land
Germany,2004,886344.6297,co2_without_land
Germany,2003,900377.5854,co2_without_land
Germany,2002,899161.5674,co2_without_land
Germany,2001,915634.4396,co2_without_land
Germany,2000,899284.9934,co2_without_land
Germany,1999,895336.7862,co2_without_land
Germany,1998,922778.54,co2_without_land
Germany,1997,930768.5605,co2_without_land
Germany,1996,958368.7247,co2_without_land
Germany,1995,938148.0931,co2_without_land
Germany,1994,939207.3282,co2_without_land
Germany,1993,955977.5994,co2_without_land
Germany,1992,965790.8353,co2_without_land
Germany,1991,1014119.72,co2_without_land
Germany,1990,1052238.234,co2_without_land
Greece,2014,79628.2744,co2_without_land
Greece,2013,82910.62596,co2_without_land
Greece,2012,90710.57425,co2_without_land
Greece,2011,94102.94398,co2_without_land
Greece,2010,97035.08276,co2_without_land
Greece,2009,103969.7843,co2_without_land
Greece,2008,110255.7655,co2_without_land
Greece,2007,114127.5543,co2_without_land
Greece,2006,111777.7437,co2_without_land
Greece,2005,113219.8224,co2_without_land
Greece,2004,109571.0609,co2_without_land
Greece,2003,109126.5676,co2_without_land
Greece,2002,105051.4662,co2_without_land
Greece,2001,105407.3076,co2_without_land
Greece,2000,103019.6647,co2_without_land
Greece,1999,97979.77835,co2_without_land
Greece,1998,98663.19416,co2_without_land
Greece,1997,93839.86992,co2_without_land
Greece,1996,89134.4254,co2_without_land
Greece,1995,86980.64577,co2_without_land
Greece,1994,86425.85651,co2_without_land
Greece,1993,84263.0079,co2_without_land
Greece,1992,84949.02583,co2_without_land
Greece,1991,83390.35468,co2_without_land
Greece,1990,83403.72,co2_without_land
Hungary,2014,43573.40884,co2_without_land
Hungary,2013,43930.87818,co2_without_land
Hungary,2012,46774.94485,co2_without_land
Hungary,2011,50272.8651,co2_without_land
Hungary,2010,52108.89276,co2_without_land
Hungary,2009,51630.69002,co2_without_land
Hungary,2008,57325.16233,co2_without_land
Hungary,2007,58419.03917,co2_without_land
Hungary,2006,59751.73108,co2_without_land
Hungary,2005,60329.50501,co2_without_land
Hungary,2004,60231.66198,co2_without_land
Hungary,2003,61766.8396,co2_without_land
Hungary,2002,58968.22777,co2_without_land
Hungary,2001,59995.73448,co2_without_land
Hungary,2000,58336.80706,co2_without_land
Hungary,1999,61593.14102,co2_without_land
Hungary,1998,61087.76379,co2_without_land
Hungary,1997,61549.91246,co2_without_land
Hungary,1996,62950.25321,co2_without_land
Hungary,1995,61354.46202,co2_without_land
Hungary,1994,61568.37459,co2_without_land
Hungary,1993,63174.97837,co2_without_land
Hungary,1992,62050.1264,co2_without_land
Hungary,1991,69392.72564,co2_without_land
Hungary,1990,73115.19863,co2_without_land
Iceland,2014,3272.208233,co2_without_land
Iceland,2013,3301.796314,co2_without_land
Iceland,2012,3290.576431,co2_without_land
Iceland,2011,3298.56769,co2_without_land
Iceland,2010,3383.552219,co2_without_land
Iceland,2009,3521.89071,co2_without_land
Iceland,2008,3567.20926,co2_without_land
Iceland,2007,3236.895337,co2_without_land
Iceland,2006,2939.276597,co2_without_land
Iceland,2005,2797.314592,co2_without_land
Iceland,2004,2837.029011,co2_without_land
Iceland,2003,2792.723132,co2_without_land
Iceland,2002,2795.907312,co2_without_land
Iceland,2001,2710.294727,co2_without_land
Iceland,2000,2728.937485,co2_without_land
Iceland,1999,2655.394725,co2_without_land
Iceland,1998,2450.234263,co2_without_land
Iceland,1997,2450.24392,co2_without_land
Iceland,1996,2385.913826,co2_without_land
Iceland,1995,2299.613655,co2_without_land
Iceland,1994,2248.368953,co2_without_land
Iceland,1993,2294.504644,co2_without_land
Iceland,1992,2172.619363,co2_without_land
Iceland,1991,2042.936976,co2_without_land
Iceland,1990,2106.026068,co2_without_land
Ireland,2014,36559.06858,co2_without_land
Ireland,2013,37049.42383,co2_without_land
Ireland,2012,38031.61872,co2_without_land
Ireland,2011,37895.19543,co2_without_land
Ireland,2010,41558.27509,co2_without_land
Ireland,2009,41996.32468,co2_without_land
Ireland,2008,47175.54027,co2_without_land
Ireland,2007,47493.12668,co2_without_land
Ireland,2006,47405.96673,co2_without_land
Ireland,2005,47952.20439,co2_without_land
Ireland,2004,46042.40225,co2_without_land
Ireland,2003,45554.32252,co2_without_land
Ireland,2002,45952.73017,co2_without_land
Ireland,2001,47482.72078,co2_without_land
Ireland,2000,45123.33544,co2_without_land
Ireland,1999,42302.08786,co2_without_land
Ireland,1998,40572.17586,co2_without_land
Ireland,1997,38675.59402,co2_without_land
Ireland,1996,37335.10811,co2_without_land
Ireland,1995,35718.74856,co2_without_land
Ireland,1994,34696.48573,co2_without_land
Ireland,1993,33574.97174,co2_without_land
Ireland,1992,33344.10238,co2_without_land
Ireland,1991,33508.44202,co2_without_land
Ireland,1990,32768.52676,co2_without_land
Italy,2014,342826.6771,co2_without_land
Italy,2013,362063.6493,co2_without_land
Italy,2012,389340.7634,co2_without_land
Italy,2011,416499.5342,co2_without_land
Italy,2010,428879.6812,co2_without_land
Italy,2009,418881.0769,co2_without_land
Italy,2008,467933.5932,co2_without_land
Italy,2007,478237.7112,co2_without_land
Italy,2006,486594.0666,co2_without_land
Italy,2005,490914.2629,co2_without_land
Italy,2004,492746.2556,co2_without_land
Italy,2003,489595.5081,co2_without_land
Italy,2002,473504.0592,co2_without_land
Italy,2001,471124.2767,co2_without_land
Italy,2000,465175.0734,co2_without_land
Italy,1999,459840.6423,co2_without_land
Italy,1998,454967.6332,co2_without_land
Italy,1997,444055.4335,co2_without_land
Italy,1996,440235.5072,co2_without_land
Italy,1995,447201.1688,co2_without_land
Italy,1994,421404.0999,co2_without_land
Italy,1993,429158.0092,co2_without_land
Italy,1992,435535.8351,co2_without_land
Italy,1991,435938.6139,co2_without_land
Italy,1990,436204.2499,co2_without_land
Japan,2014,1265490.609,co2_without_land
Japan,2013,1311509.149,co2_without_land
Japan,2012,1296186.358,co2_without_land
Japan,2011,1261862.938,co2_without_land
Japan,2010,1212970.225,co2_without_land
Japan,2009,1162606.192,co2_without_land
Japan,2008,1235455.81,co2_without_land
Japan,2007,1319799.194,co2_without_land
Japan,2006,1285177.837,co2_without_land
Japan,2005,1305938.824,co2_without_land
Japan,2004,1298433.888,co2_without_land
Japan,2003,1299490.609,co2_without_land
Japan,2002,1294399.198,co2_without_land
Japan,2001,1257384.56,co2_without_land
Japan,2000,1274297.988,co2_without_land
Japan,1999,1253082.147,co2_without_land
Japan,1998,1218257.762,co2_without_land
Japan,1997,1253057.307,co2_without_land
Japan,1996,1255264.198,co2_without_land
Japan,1995,1242494.022,co2_without_land
Japan,1994,1228936.691,co2_without_land
Japan,1993,1167714.718,co2_without_land
Japan,1992,1174619.006,co2_without_land
Japan,1991,1164474.346,co2_without_land
Japan,1990,1155993.62,co2_without_land
Latvia,2014,7158.718037,co2_without_land
Latvia,2013,7353.220444,co2_without_land
Latvia,2012,7521.122528,co2_without_land
Latvia,2011,7807.65941,co2_without_land
Latvia,2010,8524.087227,co2_without_land
Latvia,2009,7443.286011,co2_without_land
Latvia,2008,8184.971247,co2_without_land
Latvia,2007,8610.255397,co2_without_land
Latvia,2006,8289.206678,co2_without_land
Latvia,2005,7790.403932,co2_without_land
Latvia,2004,7709.460762,co2_without_land
Latvia,2003,7703.771508,co2_without_land
Latvia,2002,7508.743242,co2_without_land
Latvia,2001,7480.502607,co2_without_land
Latvia,2000,7069.94204,co2_without_land
Latvia,1999,7709.049993,co2_without_land
Latvia,1998,8300.595278,co2_without_land
Latvia,1997,8677.545811,co2_without_land
Latvia,1996,9216.383988,co2_without_land
Latvia,1995,9141.353517,co2_without_land
Latvia,1994,10399.14113,co2_without_land
Latvia,1993,11966.14551,co2_without_land
Latvia,1992,14244.65339,co2_without_land
Latvia,1991,18021.19524,co2_without_land
Latvia,1990,19794.29445,co2_without_land
Liechtenstein,2014,161.5418167,co2_without_land
Liechtenstein,2013,192.8644158,co2_without_land
Liechtenstein,2012,185.6324314,co2_without_land
Liechtenstein,2011,177.0880402,co2_without_land
Liechtenstein,2010,191.0475017,co2_without_land
Liechtenstein,2009,205.5905437,co2_without_land
Liechtenstein,2008,219.6989155,co2_without_land
Liechtenstein,2007,200.9201079,co2_without_land
Liechtenstein,2006,231.2173051,co2_without_land
Liechtenstein,2005,228.9703239,co2_without_land
Liechtenstein,2004,229.2963216,co2_without_land
Liechtenstein,2003,229.2658751,co2_without_land
Liechtenstein,2002,219.9472046,co2_without_land
Liechtenstein,2001,214.5853108,co2_without_land
Liechtenstein,2000,216.7504564,co2_without_land
Liechtenstein,1999,226.448838,co2_without_land
Liechtenstein,1998,229.1171039,co2_without_land
Liechtenstein,1997,218.2353729,co2_without_land
Liechtenstein,1996,205.8090896,co2_without_land
Liechtenstein,1995,204.0559204,co2_without_land
Liechtenstein,1994,200.961153,co2_without_land
Liechtenstein,1993,214.8676908,co2_without_land
Liechtenstein,1992,206.7760328,co2_without_land
Liechtenstein,1991,206.1467068,co2_without_land
Liechtenstein,1990,198.775112,co2_without_land
Lithuania,2014,12732.79886,co2_without_land
Lithuania,2013,12987.81753,co2_without_land
Lithuania,2012,13975.52321,co2_without_land
Lithuania,2011,13919.0155,co2_without_land
Lithuania,2010,13618.91266,co2_without_land
Lithuania,2009,12727.12004,co2_without_land
Lithuania,2008,14963.25472,co2_without_land
Lithuania,2007,15624.07634,co2_without_land
Lithuania,2006,14303.03268,co2_without_land
Lithuania,2005,13946.8843,co2_without_land
Lithuania,2004,13185.49337,co2_without_land
Lithuania,2003,12605.2382,co2_without_land
Lithuania,2002,12614.42501,co2_without_land
Lithuania,2001,12507.96668,co2_without_land
Lithuania,2000,11801.9649,co2_without_land
Lithuania,1999,13422.15115,co2_without_land
Lithuania,1998,15901.51757,co2_without_land
Lithuania,1997,15086.28576,co2_without_land
Lithuania,1996,15676.83103,co2_without_land
Lithuania,1995,15022.54413,co2_without_land
Lithuania,1994,15765.41476,co2_without_land
Lithuania,1993,16347.17183,co2_without_land
Lithuania,1992,21207.88739,co2_without_land
Lithuania,1991,37908.6125,co2_without_land
Lithuania,1990,35812.89368,co2_without_land
Luxembourg,2014,9826.253278,co2_without_land
Luxembourg,2013,10303.03961,co2_without_land
Luxembourg,2012,10872.06448,co2_without_land
Luxembourg,2011,11168.51167,co2_without_land
Luxembourg,2010,11285.02742,co2_without_land
Luxembourg,2009,10725.52213,co2_without_land
Luxembourg,2008,11245.87249,co2_without_land
Luxembourg,2007,11398.70592,co2_without_land
Luxembourg,2006,11995.82017,co2_without_land
Luxembourg,2005,12130.91379,co2_without_land
Luxembourg,2004,11871.10772,co2_without_land
Luxembourg,2003,10443.38322,co2_without_land
Luxembourg,2002,10068.14032,co2_without_land
Luxembourg,2001,9311.916127,co2_without_land
Luxembourg,2000,8798.182081,co2_without_land
Luxembourg,1999,7986.155881,co2_without_land
Luxembourg,1998,7619.36329,co2_without_land
Luxembourg,1997,8530.745345,co2_without_land
Luxembourg,1996,9217.190301,co2_without_land
Luxembourg,1995,9155.85265,co2_without_land
Luxembourg,1994,11560.57169,co2_without_land
Luxembourg,1993,12375.50708,co2_without_land
Luxembourg,1992,12253.57159,co2_without_land
Luxembourg,1991,12467.51319,co2_without_land
Luxembourg,1990,11944.00739,co2_without_land
Malta,2014,2483.536786,co2_without_land
Malta,2013,2476.074429,co2_without_land
Malta,2012,2868.638128,co2_without_land
Malta,2011,2785.896568,co2_without_land
Malta,2010,2690.518035,co2_without_land
Malta,2009,2684.521293,co2_without_land
Malta,2008,2822.406167,co2_without_land
Malta,2007,2831.642265,co2_without_land
Malta,2006,2776.314307,co2_without_land
Malta,2005,2736.312934,co2_without_land
Malta,2004,2604.744832,co2_without_land
Malta,2003,2666.134325,co2_without_land
Malta,2002,2464.212229,co2_without_land
Malta,2001,2550.604061,co2_without_land
Malta,2000,2414.283811,co2_without_land
Malta,1999,2418.555565,co2_without_land
Malta,1998,2338.062788,co2_without_land
Malta,1997,2331.954735,co2_without_land
Malta,1996,2329.181698,co2_without_land
Malta,1995,2313.216089,co2_without_land
Malta,1994,2302.770277,co2_without_land
Malta,1993,2252.062767,co2_without_land
Malta,1992,2174.634466,co2_without_land
Malta,1991,2041.246093,co2_without_land
Malta,1990,1860.473648,co2_without_land
Monaco,2013,74.43092019,co2_without_land
Monaco,2012,75.16556884,co2_without_land
Monaco,2011,71.88189545,co2_without_land
Monaco,2010,75.46826513,co2_without_land
Monaco,2009,77.7719361,co2_without_land
Monaco,2008,81.37690109,co2_without_land
Monaco,2007,82.71919225,co2_without_land
Monaco,2006,82.123918,co2_without_land
Monaco,2005,88.75069125,co2_without_land
Monaco,2004,90.20050375,co2_without_land
Monaco,2003,95.29885498,co2_without_land
Monaco,2002,98.16127572,co2_without_land
Monaco,2001,98.54886805,co2_without_land
Monaco,2000,98.32435593,co2_without_land
Monaco,1999,100.6592819,co2_without_land
Monaco,1998,99.81685914,co2_without_land
Monaco,1997,101.0844813,co2_without_land
Monaco,1996,102.3195384,co2_without_land
Monaco,1995,98.99042989,co2_without_land
